token,rating,standarddeviation,rawrating
gikahadlokan,-2.7,0.64031,"[-2, -3, -3, -3, -4, -3, -2, -2, -2, -3]"
makalilisang,-1.9,1.86815,"[-4, -2, -2, 2, -1, -4, -1, 0, -3, -4]"
makalilisang,-2.7,1.26886,"[-4, -4, -3, -4, -3, -1, -2, -1, -1, -4]"
kalisang,-3.2,0.87178,"[-3, -4, -2, -3, -4, -4, -2, -2, -4, -4]"
makalilisang,-2.4,1.2,"[-4, -3, -3, -2, -3, -2, -4, 0, -1, -2]"
makahadlok,-2.4,0.8,"[-3, -2, -2, -2, -2, -2, -3, -4, -3, -1]"
dreadlock,-0.4,0.66332,"[0, 0, 0, 0, 0, -1, -2, 0, -1, 0]"
dreadlocks,-0.2,0.9798,"[0, 0, 0, 0, 0, -1, -2, 2, 0, -1]"
dreadnought,-0.6,1.35647,"[-2, 0, 0, 0, -3, 0, -1, -2, 0, 2]"
dreadnoughts,-0.4,0.66332,"[0, -1, -1, 0, 0, 0, 0, 0, -2, 0]"
kalisang,-1.4,1.42829,"[0, -1, 0, 0, -3, -3, 0, -4, -2, -1]"
damgo,1,1.18322,"[0, 1, 2, 0, 0, 3, 0, 3, 1, 0]"
mga damgo,1.7,1.1,"[2, 2, 3, 0, 1, 1, 1, 4, 1, 2]"
makaluod,-1.4,0.4899,"[-1, -1, -2, -1, -1, -2, -2, -1, -2, -1]"
droopy,-0.8,0.74833,"[-1, -1, 0, -1, -2, 0, 0, -1, 0, -2]"
ihulog,-1.1,0.53852,"[0, -1, -1, -1, -2, -1, -2, -1, -1, -1]"
malumos,-2.7,1.00499,"[-4, -2, -2, -4, -4, -2, -3, -1, -3, -2]"
nalumos,-2.9,0.7,"[-2, -3, -3, -3, -2, -4, -4, -2, -3, -3]"
nalumos,-2.2,1.6,"[-3, -3, -3, -4, -2, -3, -1, -2, 2, -3]"
hubog,-1.4,0.91652,"[-3, -1, 0, -2, 0, -1, -1, -2, -2, -2]"
kadudahan,-1.5,0.5,"[-1, -2, -2, -1, -1, -2, -1, -1, -2, -2]"
dud,-1,0.89443,"[-1, -1, -1, 0, -3, 0, -1, 0, -1, -2]"
dull,-1.7,0.45826,"[-2, -2, -2, -1, -2, -2, -2, -1, -1, -2]"
dullard,-1.6,0.66332,"[-2, -1, -1, -2, -2, -1, -1, -2, -1, -3]"
mga dullard,-1.8,0.87178,"[-1, -3, -1, -1, -3, -1, -1, -2, -3, -2]"
napurol,-1.5,0.5,"[-2, -1, -2, -1, -1, -1, -2, -2, -1, -2]"
duller,-1.7,0.64031,"[-3, -1, -2, -2, -2, -1, -2, -1, -1, -2]"
labing dullest,-1.7,1.00499,"[-1, -4, -1, -1, -2, -3, -2, -1, -1, -1]"
pagduka,-1.1,0.7,"[-1, -2, 0, -1, -2, -2, 0, -1, -1, -1]"
mapurol,-1.1,0.53852,"[-2, -1, -1, -1, -1, -1, -1, -1, 0, -2]"
pagkadunot,-1.4,0.8,"[-1, -1, -1, -1, -1, -1, -3, -1, -3, -1]"
dullness,-1.9,1.04403,"[-3, -2, -1, -1, -3, -1, -4, -1, -2, -1]"
dull,-1,0.44721,"[-1, -1, -1, -1, -1, -1, 0, -1, -1, -2]"
dullsville,-2.4,0.8,"[-2, -2, -4, -3, -2, -2, -3, -2, -3, -1]"
dully,-1.1,0.3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -2]"
amang,-2.3,0.9,"[-4, -2, -2, -2, -2, -2, -4, -2, -2, -1]"
buang,-2.6,1.0198,"[-3, -3, -4, -4, -1, -2, -3, -3, -1, -2]"
dumbbell,-0.8,0.9798,"[0, -1, -3, -2, 0, -1, 0, 0, -1, 0]"
dumbbells,-0.2,0.4,"[0, -1, 0, 0, 0, 0, 0, -1, 0, 0]"
dumbcane,-0.3,0.45826,"[0, 0, 0, 0, 0, -1, -1, 0, -1, 0]"
dumbcanes,-0.6,1.2,"[0, 0, -1, -1, -1, 2, 0, -1, -3, -1]"
naamang,-1.4,0.4899,"[-2, -1, -2, -2, -2, -1, -1, -1, -1, -1]"
dumber,-1.5,0.5,"[-2, -1, -2, -1, -2, -1, -1, -2, -2, -1]"
pinakabuang,-2.3,1.00499,"[-3, -1, -3, -4, -2, -1, -2, -3, -1, -3]"
amang,-0.1,1.92094,"[3, -2, -1, -1, 1, 1, -3, 3, -1, -1]"
naamang,-1.6,1.11355,"[-2, 0, -2, 0, -2, -1, -4, -1, -2, -2]"
dumbfounder,-1,0.89443,"[-2, 0, 0, 0, -2, -1, -2, 0, -2, -1]"
dumbfounder,-1,0.89443,"[-1, -3, -1, 0, -2, 0, -1, 0, -1, -1]"
makabungol,-0.8,0.74833,"[-1, -2, 0, -1, -1, 0, 0, -1, 0, -2]"
amang,-0.3,1.26886,"[0, -1, -1, 0, 0, -1, -1, -2, 0, 3]"
dumbhead,-2.6,0.66332,"[-3, -4, -3, -2, -2, -3, -3, -2, -2, -2]"
mga dumbheads,-1.9,0.83066,"[-2, -2, -2, -1, -2, -1, -2, -4, -1, -2]"
amang,-0.5,1.0247,"[-1, 2, -1, 0, -1, -2, -1, 0, 0, -1]"
amang,-1.3,1.00499,"[-2, -1, -2, -3, 1, -2, -1, -1, -1, -1]"
pagkaamang,-1.9,0.53852,"[-2, -2, -2, -2, -2, -3, -2, -2, -1, -1]"
amang,-1.5,0.67082,"[-1, -1, -1, -3, -2, -1, -2, -1, -2, -1]"
nabungol,-1,1.34164,"[-1, -2, 0, 0, -2, 1, -3, 1, -2, -2]"
dumbwaiter,0.2,1.07703,"[0, 0, 0, 0, 2, 0, 2, 0, -2, 0]"
dumbwaiter,-0.1,0.3,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0]"
dump,-1.6,0.91652,"[-3, -2, -1, -2, -1, -3, -2, -1, -1, 0]"
dumpcart,-0.6,0.8,"[0, -2, -1, 0, 0, 0, -1, 0, -2, 0]"
gilabay,-1.7,0.78102,"[-2, -3, -2, -1, -1, -1, -3, -2, -1, -1]"
dumper,-1.2,0.87178,"[-2, -3, -1, -1, -1, -2, 0, -1, 0, -1]"
dumper,-0.8,0.6,"[0, 0, -2, -1, -1, 0, -1, -1, -1, -1]"
dumpier,-1.4,0.66332,"[-2, -1, -2, -1, -1, -2, 0, -2, -1, -2]"
pinaka-dumpiest,-1.6,1.35647,"[-1, -2, -2, -3, -2, -4, 1, 0, -1, -2]"
dumpiness,-1.2,0.6,"[-2, -1, 0, -1, -1, -2, -1, -2, -1, -1]"
paglabay,-1.3,1.1,"[-3, -2, -2, 0, -2, -1, -1, 1, -1, -2]"
paglabay,-1.1,0.83066,"[-2, 0, -1, -1, 0, -1, -2, -2, 0, -2]"
dumpish,-1.8,0.6,"[-2, -1, -2, -3, -2, -2, -1, -2, -2, -1]"
dumpling,0.4,0.91652,"[0, 0, 1, 0, -1, 2, 2, 0, 0, 0]"
dumplings,-0.3,1.26886,"[0, 0, 0, 0, 2, 0, 0, 0, -2, -3]"
mga dump,-1.7,0.9,"[-3, -2, -3, -1, -1, -3, -1, -1, -1, -1]"
basurahan,-0.6,0.91652,"[0, -2, 0, -2, 0, 0, 0, -2, 0, 0]"
basurahan,-1,0.89443,"[0, -1, 0, -2, -2, -2, 0, 0, -1, -2]"
dumpy,-1.7,0.78102,"[-3, -2, -3, -1, -1, -2, -2, -1, -1, -1]"
dupe,-1.5,0.5,"[-2, -2, -1, -1, -2, -1, -2, -1, -2, -1]"
gilimbongan,-1.8,0.4,"[-2, -2, -1, -2, -2, -2, -2, -1, -2, -2]"
pagpuyo,0.5,0.92195,"[2, 1, -1, 0, -1, 1, 1, 1, 1, 0]"
nagpuyo,0.4,0.66332,"[2, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
nagpuyo,0.3,0.64031,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
nagpuyo,-0.3,0.9,"[-3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pinuy-anan,0.1,0.53852,"[0, 1, 0, 1, 0, 0, 0, -1, 0, 0]"
nagpuyo,-0.1,0.53852,"[0, 0, 0, 0, -1, 1, -1, 0, 0, 0]"
dinamikong,1.6,0.8,"[1, 1, 1, 3, 1, 1, 2, 3, 2, 1]"
dinamikong,1.2,0.87178,"[1, 2, 0, 1, 0, 2, 2, 2, 2, 0]"
dinamikong,1.5,1.0247,"[2, 0, 3, 2, 0, 0, 2, 2, 2, 2]"
dynamics,1.1,1.13578,"[2, 3, 0, 0, 0, 2, 2, 0, 2, 0]"
dinamismo,1.6,1.11355,"[0, 2, 0, 2, 0, 2, 3, 3, 2, 2]"
dinamika,1.2,0.9798,"[2, 0, 2, 0, 0, 2, 2, 2, 0, 2]"
dynamista,1.4,1.0198,"[0, 2, 0, 2, 0, 1, 3, 2, 2, 2]"
dinamikong,1.5,1.0247,"[3, 1, 1, 2, 1, 3, 2, 0, 2, 0]"
dynamists,0.9,0.83066,"[1, 0, 0, 0, 0, 2, 2, 1, 2, 1]"
dinamita,0.7,2.2383,"[-3, 2, 3, 1, 2, 0, 2, 2, 2, -4]"
dinamita,-0.9,1.04403,"[0, 0, 0, -1, -1, 0, -2, 0, -2, -3]"
dinamiter,-1.2,0.87178,"[-1, 0, -1, -1, -2, 0, -1, -1, -2, -3]"
dynamiters,0.4,1.42829,"[0, 0, 0, -3, 1, 0, 2, 2, 2, 0]"
dinamita,-0.3,1.73494,"[0, 0, 4, -1, -1, 0, 0, 0, -2, -3]"
dinamikong,0.9,1.3,"[2, 0, 1, -2, 2, 1, 1, 3, 0, 1]"
dynamiting,0.2,1.32665,"[-2, 0, 0, 2, -1, -1, 0, 2, 2, 0]"
dinamometro,0.3,0.64031,"[0, 0, 0, 0, 1, 0, 0, 2, 0, 0]"
dinamometro,0.3,0.45826,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]"
dynamometric,0.3,0.9,"[0, 0, 0, 0, 0, 2, 0, 0, 2, -1]"
dynamometry,0.6,1.28062,"[-2, 0, 0, 0, 0, 2, 2, 2, 0, 2]"
dynamos,0.3,0.64031,"[1, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
dynamotor,0.6,0.91652,"[0, 2, 0, 0, 0, 0, 2, 0, 2, 0]"
dysfunction,-1.8,0.6,"[-2, -3, -2, -1, -2, -1, -2, -1, -2, -2]"
maikagon,1.5,0.67082,"[1, 3, 1, 2, 2, 2, 1, 1, 1, 1]"
mahinamon,1.6,0.66332,"[0, 1, 2, 2, 2, 2, 2, 1, 2, 2]"
kahinam,1.7,0.45826,"[2, 2, 2, 2, 1, 1, 2, 2, 2, 1]"
naghinamhinam,1.6,0.66332,"[2, 2, 3, 1, 2, 1, 1, 1, 2, 1]"
kinasingkasing,2.3,0.64031,"[3, 2, 3, 1, 2, 2, 2, 3, 3, 2]"
kasayon,1.5,0.92195,"[1, 1, 1, 0, 2, 1, 2, 3, 3, 1]"
gipagaan,1.2,0.74833,"[2, 0, 1, 0, 2, 2, 1, 1, 1, 2]"
sayon,1.5,1.0247,"[2, 1, 1, 2, 1, 0, 3, 2, 0, 3]"
sayon,1.4,0.4899,"[2, 2, 1, 1, 1, 1, 2, 2, 1, 1]"
easel,0.3,0.45826,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1]"
easement,1.6,0.91652,"[0, 1, 2, 3, 2, 1, 2, 1, 3, 1]"
easement,0.4,1.11355,"[0, 0, 0, 1, 2, -2, 1, 0, 2, 0]"
sayon,1.3,0.78102,"[2, 0, 1, 0, 2, 2, 2, 1, 1, 2]"
mas sayon,1.8,0.9798,"[1, 1, 2, 2, 4, 3, 2, 1, 1, 1]"
pinakasayon,1.8,1.07703,"[2, 4, 1, 3, 2, 0, 2, 2, 1, 1]"
dali,1.4,0.4899,"[2, 1, 1, 2, 1, 2, 1, 2, 1, 1]"
kasayon,1.6,0.66332,"[2, 1, 1, 2, 3, 2, 1, 1, 2, 1]"
pagpagaan,1,0.63246,"[0, 0, 2, 1, 1, 2, 1, 1, 1, 1]"
sayon,1.9,1.04403,"[1, 4, 2, 1, 1, 3, 1, 3, 2, 1]"
sayon,1.3,0.45826,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 1]"
pagkamaayo,1.5,0.67082,"[1, 2, 1, 2, 1, 3, 1, 2, 1, 1]"
ecstasy,3.3,1.18743,"[4, 4, 3, 4, 4, 0, 3, 3, 4, 4]"
ecstasies,2.3,1.34536,"[3, 3, 2, 4, 3, 1, 3, -1, 2, 3]"
ecstasy,2.9,1.75784,"[4, 3, 3, 4, 4, 2, -2, 3, 4, 4]"
ecstatic,2.3,1.34536,"[3, 4, 3, 4, 1, 1, 1, 4, 1, 1]"
ecstatically,2.8,1.93907,"[3, 4, -1, 4, 4, 4, -1, 3, 4, 4]"
ecstatics,2.9,0.83066,"[1, 3, 4, 4, 3, 3, 3, 2, 3, 3]"
makalilisang,-1.5,0.67082,"[-1, -1, -2, -2, -1, -1, -2, -1, -3, -1]"
makahahadlok,-0.9,1.04403,"[-3, -1, -2, -1, -2, 0, 0, 0, 0, 0]"
epektibo,2.1,0.83066,"[2, 2, 2, 1, 3, 4, 2, 1, 2, 2]"
epektibo nga,1.9,0.7,"[1, 2, 1, 2, 2, 1, 3, 3, 2, 2]"
kahusayan,1.6,0.4899,"[2, 1, 1, 2, 2, 2, 1, 2, 2, 1]"
kahusayan,1.5,0.5,"[2, 1, 2, 2, 1, 2, 1, 1, 2, 1]"
episyente,1.8,0.9798,"[1, 2, 1, 1, 2, 3, 3, 0, 2, 3]"
episyente,1.7,0.78102,"[1, 3, 2, 1, 3, 1, 1, 2, 2, 1]"
effin,-2.3,1.18743,"[0, -3, -3, -3, -2, -1, -4, -1, -3, -3]"
egotismo,-1.4,0.91652,"[-2, -3, -1, -2, -2, 0, 0, -1, -2, -1]"
egotismo,-1,0.7746,"[-1, -1, -1, -1, -1, 0, 0, -1, -3, -1]"
egotista,-2.3,0.9,"[-2, -1, -2, -3, -4, -2, -3, -3, -1, -2]"
egotistiko,-1.4,1.0198,"[-2, -1, -1, -1, -2, 1, -3, -2, -1, -2]"
egotistiko,-0.9,1.57797,"[-1, -2, -2, -1, -2, 1, -3, 2, 1, -2]"
egotistikong,-1.8,0.87178,"[-2, -1, -1, -2, -1, -3, -3, -1, -1, -3]"
egotista,-1.7,0.78102,"[-1, -2, 0, -2, -2, -2, -3, -1, -2, -2]"
nalipay,3.2,0.74833,"[2, 4, 4, 3, 4, 3, 3, 2, 3, 4]"
kalipay,1.5,1.43178,"[1, 2, -2, 2, 2, 3, 0, 3, 2, 2]"
kaanindot,2.1,0.53852,"[3, 2, 2, 1, 2, 2, 3, 2, 2, 2]"
elegance,1.8,0.6,"[2, 2, 1, 1, 2, 2, 2, 3, 2, 1]"
mga elegante,1.6,1.0198,"[2, 1, 2, 1, 1, 0, 4, 1, 2, 2]"
kaanindot,2.1,0.53852,"[3, 2, 2, 1, 2, 2, 3, 2, 2, 2]"
elegante,2.1,0.83066,"[2, 2, 2, 1, 4, 1, 2, 3, 2, 2]"
elegante,1.9,0.83066,"[2, 1, 1, 3, 2, 2, 1, 3, 3, 1]"
maulaw,-1.2,1.66132,"[-2, -2, -3, -1, -2, -2, 2, 2, -2, -2]"
makauulaw,-1.6,0.8,"[-3, -2, -1, -3, -1, -1, -1, -2, -1, -1]"
maulaw,-1.5,0.67082,"[-2, -2, -1, -2, -1, -3, -1, -1, -1, -1]"
maulaw,-1.1,1.44568,"[-2, -1, -2, -3, 1, -1, -1, -2, -2, 2]"
maulaw,-1.7,0.78102,"[-2, -3, -1, -2, -1, -3, -2, -1, -1, -1]"
makauulaw,-1.6,0.8,"[-3, -1, -1, -1, -1, -2, -1, -2, -3, -1]"
makauulaw,-1.7,0.64031,"[-2, -1, -1, -2, -1, -2, -1, -3, -2, -2]"
kaulaw,-1.9,0.53852,"[-2, -2, -1, -2, -2, -2, -2, -1, -3, -2]"
mga kaulaw,-1.7,0.64031,"[-2, -1, -2, -1, -1, -2, -2, -1, -2, -3]"
nasuko,-0.4,1.35647,"[1, -2, -1, 1, -2, 2, 0, -1, 0, -2]"
gakos,1.3,1.34536,"[3, 2, 1, 3, 2, -1, 2, 1, -1, 1]"
emerhensya,-1.6,2.05913,"[-3, -3, -3, -3, -4, 2, 1, -1, 1, -3]"
emosyonal,0.6,1.0198,"[1, -1, 0, 0, 0, 2, 0, 2, 2, 0]"
empatiya,1.7,1.1,"[-1, 3, 2, 2, 2, 1, 3, 1, 2, 2]"
asan,-0.7,0.64031,"[-1, 0, 0, 0, -1, -1, -1, -2, 0, -1]"
haw-ang,-0.7,0.64031,"[-1, 0, 0, 0, -1, -1, -1, -2, 0, -1]"
haw-ang,-0.7,0.78102,"[0, 0, -1, 0, -1, -1, -2, 0, -2, 0]"
walay sulod,-0.7,0.64031,"[-1, 0, 0, 0, -1, -1, -1, -2, 0, -1]"
pinakahaw-ang,-1.8,1.07703,"[-1, -2, -2, -1, -1, -2, -3, 0, -4, -2]"
walay sulod,-1,1.41421,"[-2, 2, -1, -1, -1, 0, -4, -1, -1, -1]"
kahaw-ang,-1.9,0.7,"[-2, -2, -3, -2, -2, -1, -1, -3, -1, -2]"
kahaw-ang,-1.5,1.11803,"[-1, -1, -3, -1, -1, -1, -2, 0, -4, -1]"
emptins,-0.3,0.45826,"[0, 0, 0, -1, 0, 0, 0, -1, -1, 0]"
walay sulod,-0.8,0.74833,"[-1, -1, -1, -1, -1, -1, -2, 0, -1, 1]"
paghaw-as,-0.6,1.0198,"[2, -1, -1, 0, -1, 0, -1, -1, -2, -1]"
nalamdagan,1.6,0.8,"[1, 3, 1, 2, 1, 3, 1, 2, 1, 1]"
dasig,2.3,0.78102,"[2, 1, 3, 2, 3, 4, 2, 2, 2, 2]"
gidasig,1.5,0.5,"[1, 2, 2, 2, 2, 2, 1, 1, 1, 1]"
pagdasig,1.8,0.9798,"[2, 1, 2, 1, 1, 3, 1, 2, 4, 1]"
pagdasig,2.1,0.7,"[3, 2, 3, 2, 1, 2, 3, 2, 2, 1]"
tigdasig,1.5,0.5,"[2, 1, 2, 1, 1, 2, 1, 1, 2, 2]"
mga tigdasig,1.5,0.5,"[2, 2, 1, 1, 2, 2, 1, 1, 2, 1]"
nagdasig,1.9,0.53852,"[2, 2, 1, 2, 2, 1, 2, 2, 2, 3]"
makapadasig,2.4,0.66332,"[2, 3, 2, 3, 3, 2, 3, 2, 1, 3]"
makapadasig,2,0.7746,"[1, 1, 1, 3, 2, 2, 2, 3, 2, 3]"
i-endorso ang,1.3,0.9,"[0, 1, 0, 1, 3, 2, 2, 2, 1, 1]"
gi-endorso,1,0.89443,"[1, 2, 0, 1, 1, 0, 1, 0, 3, 1]"
endorsement,1.3,0.9,"[0, 1, 2, 2, 1, 2, 0, 1, 3, 1]"
nag-endorso sa,1.4,0.4899,"[1, 2, 1, 2, 1, 1, 1, 2, 2, 1]"
mga kaaway,-2.2,0.6,"[-2, -3, -1, -2, -2, -3, -2, -3, -2, -2]"
kaaway,-2.5,0.92195,"[-3, -2, -3, -3, -3, -4, -1, -3, -1, -2]"
abtik,1.9,0.53852,"[2, 1, 3, 2, 2, 2, 1, 2, 2, 2]"
kusog,1.8,0.6,"[2, 2, 1, 1, 2, 2, 3, 1, 2, 2]"
energetics,0.3,0.64031,"[1, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
kusog,0.9,1.04403,"[1, 0, 0, 2, 0, 1, 3, 2, 0, 0]"
kusog,2.2,0.4,"[2, 2, 2, 2, 2, 2, 3, 2, 3, 2]"
gipakusog,2.1,0.53852,"[2, 3, 1, 2, 2, 2, 3, 2, 2, 2]"
kusog,2.2,0.6,"[3, 3, 2, 2, 1, 3, 2, 2, 2, 2]"
makapadasig,1.9,0.7,"[2, 3, 1, 2, 2, 3, 2, 1, 1, 2]"
pagpakusog,1.6,0.66332,"[1, 2, 1, 3, 1, 1, 2, 2, 2, 1]"
kusog,1.5,1.11803,"[1, 0, 3, 1, 3, 0, 1, 1, 2, 3]"
kusog,2.1,0.7,"[2, 2, 2, 1, 3, 2, 3, 2, 3, 1]"
gipakusog,2.3,0.64031,"[3, 2, 3, 3, 3, 2, 2, 2, 1, 2]"
energizer,2.1,0.53852,"[3, 2, 2, 2, 2, 2, 2, 3, 1, 2]"
energizer,1.7,0.9,"[2, 0, 2, 3, 3, 1, 1, 2, 2, 1]"
nagpakusog sa,2.1,0.53852,"[3, 2, 3, 2, 2, 2, 2, 2, 1, 2]"
makapakusog,2,0.63246,"[3, 3, 2, 1, 2, 2, 1, 2, 2, 2]"
kusog,1.1,0.83066,"[0, 2, 0, 2, 1, 1, 2, 1, 2, 0]"
nakigbahin,1.7,1.1,"[1, 1, 2, 2, 1, 0, 2, 3, 4, 1]"
engagement,2,1.34164,"[0, 0, 3, 4, 4, 2, 1, 2, 2, 2]"
mga engagement,0.6,0.8,"[1, 0, 0, 2, 0, 2, 0, 0, 1, 0]"
engager,1.1,0.7,"[1, 1, 0, 2, 1, 0, 2, 1, 2, 1]"
tigpasiugda,1,0.7746,"[1, 1, 1, 0, 2, 1, 0, 2, 2, 0]"
apil sa,1,0.7746,"[1, 1, 0, 2, 1, 0, 1, 2, 2, 0]"
pag-apil,1.4,0.4899,"[2, 2, 1, 1, 2, 1, 1, 1, 1, 2]"
madanihon,1.5,0.67082,"[1, 2, 3, 1, 1, 1, 1, 1, 2, 2]"
nalingaw,0.6,1.49666,"[0, 2, 0, 2, -2, 2, 3, -1, 0, 0]"
lingaw,2.2,0.6,"[3, 2, 2, 2, 3, 2, 2, 3, 2, 1]"
makalingaw,1.9,0.53852,"[3, 2, 2, 1, 2, 1, 2, 2, 2, 2]"
kalipay,1.9,1.13578,"[2, 2, 2, 2, 1, 3, 3, 3, -1, 2]"
makalingaw,1.8,0.4,"[2, 2, 2, 1, 2, 1, 2, 2, 2, 2]"
nalingaw,2.3,0.64031,"[2, 2, 1, 3, 3, 3, 2, 2, 2, 3]"
enjoyer,2.2,0.6,"[2, 2, 1, 3, 3, 2, 2, 2, 2, 3]"
nalingaw,2.2,0.74833,"[2, 4, 2, 2, 2, 2, 2, 3, 2, 1]"
nalingaw sa,2.4,0.66332,"[2, 2, 2, 3, 3, 3, 1, 3, 2, 3]"
kalipay,2.6,0.4899,"[2, 3, 2, 3, 2, 3, 2, 3, 3, 3]"
kalipayan,2,0.7746,"[3, 1, 1, 3, 2, 1, 2, 2, 2, 3]"
nalingaw sa,2.3,0.45826,"[2, 3, 2, 2, 2, 3, 2, 3, 2, 2]"
lamdag,2.3,1.1,"[2, 2, 1, 3, 2, 1, 1, 4, 3, 4]"
nalamdagan,2.2,0.87178,"[4, 2, 3, 1, 2, 2, 1, 3, 2, 2]"
paglamdag,2.3,0.64031,"[3, 2, 2, 2, 2, 2, 2, 4, 2, 2]"
naglamdag,1.7,1.00499,"[2, 1, 1, 1, 1, 2, 4, 1, 3, 1]"
ennui,-1.2,0.6,"[-1, -1, -1, -2, -1, -1, -2, -1, 0, -2]"
kasuko,-2.6,0.91652,"[-3, -3, -3, -4, -1, -1, -3, -2, -3, -3]"
nasuko,-1.7,1.79165,"[-3, -3, -3, -3, 2, -1, -3, -1, 1, -3]"
nasuko,-1.8,1.6,"[-3, -3, -3, -3, 1, -1, -3, -1, 1, -3]"
makapasuko,-2.8,0.74833,"[-4, -2, -3, -2, -2, -3, -3, -2, -4, -3]"
enrapture,3,0.63246,"[2, 4, 3, 3, 4, 3, 3, 2, 3, 3]"
ulipon,-3.1,0.9434,"[-3, -4, -2, -4, -4, -2, -4, -2, -4, -2]"
naulipon,-1.7,2.41039,"[3, -3, -3, -3, -4, -4, -4, 1, -1, 1]"
ulipon,-1.6,2.15407,"[2, -2, -3, -2, -4, -4, -4, 1, -1, 1]"
pagsiguro,1.6,0.91652,"[2, 1, 3, 1, 1, 2, 3, 2, 0, 1]"
pagsiguro,1.1,0.9434,"[0, 1, 3, 1, 1, 2, 1, 0, 2, 0]"
madasigon,2.3,0.78102,"[3, 2, 1, 3, 3, 2, 1, 2, 3, 3]"
lingaw,1.3,0.64031,"[1, 2, 1, 1, 2, 1, 2, 0, 1, 2]"
gilingaw,1.7,0.64031,"[1, 2, 2, 1, 2, 1, 1, 3, 2, 2]"
entertainer,1.6,1.2,"[1, 4, 2, 2, 0, 0, 1, 3, 1, 2]"
mga tiglingaw,1,0.7746,"[0, 1, 2, 2, 0, 0, 1, 1, 2, 1]"
makalingaw,1.9,0.83066,"[1, 2, 1, 1, 3, 2, 3, 2, 3, 1]"
makalingaw,1.9,0.53852,"[2, 1, 2, 3, 2, 2, 1, 2, 2, 2]"
kalingawan,1.8,0.9798,"[2, 0, 4, 2, 2, 1, 2, 2, 1, 2]"
kalingawan,2.3,1.18743,"[3, 3, 3, 2, 1, 0, 3, 4, 1, 3]"
naglingaw,2.4,0.66332,"[2, 2, 2, 2, 2, 3, 4, 3, 2, 2]"
madani,0.4,1.42829,"[2, 2, 0, 2, 0, -1, -2, 2, 0, -1]"
dasig,1.6,0.66332,"[1, 2, 1, 1, 3, 1, 2, 2, 2, 1]"
nadasig,2,0.63246,"[3, 3, 1, 2, 2, 2, 2, 1, 2, 2]"
makapadasig,1.7,0.78102,"[2, 3, 1, 2, 1, 3, 1, 1, 1, 2]"
kadasig,1.9,0.9434,"[3, 3, 3, 2, 1, 0, 2, 1, 2, 2]"
kadasig,2,0.89443,"[1, 3, 2, 2, 3, 2, 0, 2, 3, 2]"
mahiligon,1.5,0.67082,"[1, 2, 2, 2, 0, 1, 1, 2, 2, 2]"
madasigon,2.2,0.9798,"[1, 2, 3, 4, 2, 3, 2, 1, 1, 3]"
madasigon,2.6,0.66332,"[3, 3, 3, 2, 3, 3, 3, 3, 2, 1]"
mga mahiligon,1.4,0.91652,"[1, 1, 0, 3, 3, 2, 1, 1, 1, 1]"
makapadasig,1.9,0.7,"[2, 1, 2, 1, 2, 3, 2, 1, 2, 3]"
nag-ulohang,1.1,0.83066,"[2, 2, 1, 1, 2, 1, 1, -1, 1, 1]"
gisalig,0.8,1.46969,"[3, 0, 2, 2, 1, 1, -1, 0, -2, 2]"
nasina,-1.1,0.83066,"[-1, -2, -2, 1, -2, -1, -1, -1, -1, -1]"
kasina,-1,0.7746,"[-1, -2, -2, -1, -1, 1, -1, -1, -1, -1]"
nasina,-1.1,1.13578,"[-3, -1, 0, -3, -1, -1, -1, -1, 1, -1]"
kasina,-0.8,0.9798,"[-1, -2, -2, 1, -1, 1, -1, -1, -1, -1]"
masina,-1.1,0.83066,"[-2, -1, -1, -1, -2, -1, -1, 1, -2, -1]"
kasina,-1.1,0.83066,"[-2, -1, -1, -2, -1, -1, -1, 1, -1, -2]"
kasina,-0.8,1.32665,"[-1, -1, -1, -1, -3, 2, -2, -1, 1, -1]"
nga masina,-1.3,1.55242,"[-2, 3, -2, -2, -1, -3, -1, -1, -2, -2]"
sayop,-1.5,0.6,"[-2, -3, -2, -2, -2, -2, -1, -1, -1, -2]"
sayop,-1.5,0.64031,"[-2, -1, -2, -1, -2, -1, -1, -2, -3, -2]"
mga sayop,-1.4,0.66332,"[-2, -1, -2, 0, -2, -2, -1, -1, -1, -2]"
pag-ikyas,0.7,1.00499,"[2, 0, 0, 1, 0, 1, 0, 3, 0, 0]"
nakaikyas,0.5,1.36015,"[4, 1, 1, 0, -1, 0, -1, 0, 1, 0]"
pag-ikyas,0.2,1.46969,"[-2, 2, -1, 0, 1, 0, 2, 2, -2, 0]"
gitamod,1.9,0.83066,"[3, 2, 1, 2, 3, 1, 1, 2, 3, 1]"
etikal,2.3,0.78102,"[3, 3, 3, 3, 2, 2, 1, 3, 2, 1]"
euphoria,3.3,0.9,"[4, 4, 3, 3, 3, 4, 4, 4, 1, 3]"
